Time_Stamp,Temperature,RPM,Fuel_Efficiency,Vibration_X,Vibration_Y,Vibration_Z,Torque,Power_Output,Fault_Condition,Operational_Mode
2024-12-24 13:10:00,74.73995074,3067.923365,17.60066425,0.1429663204,0.8086529895,0.7016106557,75.49883777,26.06221089,3,Heavy Load
2024-12-24 13:15:00,104.9611102,2208.488269,27.91905813,0.969064741,0.203877239,0.5279082673,142.5693277,84.07154242,3,Cruising
2024-12-24 13:20:00,87.638021,3382.570168,27.07303124,0.07125901506,0.3251769447,0.4390625625,165.5767803,87.59956993,1,Cruising
2024-12-24 13:25:00,94.00023011,1518.65998,23.56533199,0.8751403614,0.1109760221,0.515342973,65.0515684,83.89211642,2,Idle
2024-12-24 13:30:00,102.2587059,3931.672801,25.44262082,0.6068879762,0.8951778747,0.3841529298,124.3706759,89.41103961,0,Idle
2024-12-24 13:35:00,111.0964025,3119.925116,21.06060169,0.9363312001,0.8247436734,0.8584999247,133.915146,76.81619549,1,Cruising
2024-12-24 13:40:00,65.03372637,3675.709109,28.56747911,0.6963256881,0.6130526327,0.2069668911,163.9316915,59.91928221,3,Idle
2024-12-24 13:45:00,63.28641505,1175.412558,20.39541291,0.218462947,0.3254217355,0.2884480648,92.8542563,71.84142949,1,Heavy Load
2024-12-24 13:50:00,111.2121601,1345.192293,16.0380761,0.000169645144,0.4537973505,0.1954257839,165.4468183,52.51931454,3,Heavy Load
2024-12-24 13:55:00,106.5801577,2448.286965,21.35033899,0.7072294522,0.7852136322,0.3690010744,61.67956725,76.99326212,3,Idle
2024-12-24 14:00:00,113.4459659,1095.1339,23.73089832,0.1400152906,0.4961062687,0.6277509944,57.52452758,83.67492017,1,Heavy Load
2024-12-24 14:05:00,107.5321804,2331.695458,24.07630982,0.3559265178,0.3938386982,0.8427497485,107.9285867,91.90409906,0,Heavy Load
2024-12-24 14:10:00,70.16244318,3694.803328,21.78513738,0.08571270535,0.885102602,0.9956477414,177.0271286,31.16220717,3,Cruising
2024-12-24 14:15:00,108.0477817,3463.711401,23.30824458,0.391465531,0.2302875925,0.2508391574,191.3509649,97.82330949,0,Idle
2024-12-24 14:20:00,95.24950467,2807.639971,28.2014551,0.7762919348,0.150446204,0.01429893523,58.86167156,45.30832523,0,Heavy Load
2024-12-24 14:25:00,63.15581458,1724.14684,20.43411722,0.6961625429,0.6002280924,0.5473841355,139.6920903,24.41097654,0,Heavy Load
2024-12-24 14:30:00,94.80038108,3233.513438,28.00685181,0.9440755104,0.2954964582,0.7430754477,157.2810091,95.07668696,1,Heavy Load
2024-12-24 14:35:00,109.9695896,2222.904397,29.70585503,0.931532161,0.6844855152,0.6800841922,82.9802085,54.78032009,1,Cruising
2024-12-24 14:40:00,118.7944993,1968.33253,29.1023958,0.009335978319,0.1385026541,0.7240220648,152.650262,73.72104016,2,Heavy Load
2024-12-24 14:45:00,104.515849,3567.673003,27.18589346,0.8126367774,0.1557795061,0.3862057042,85.88989463,33.56706105,1,Heavy Load
2024-12-24 14:50:00,99.50147939,1757.939496,29.62735806,0.667974349,0.5406534756,0.1883422856,65.40793454,92.70617383,1,Heavy Load
2024-12-24 14:55:00,91.98815482,1960.646499,21.71108529,0.8549522414,0.02450510939,0.4558587432,83.85319274,81.99867424,2,Idle
2024-12-24 15:00:00,80.33166049,3718.093937,25.6986988,0.3390423916,0.4895689418,0.8921632311,145.8686576,83.61646146,1,Idle
2024-12-24 15:05:00,70.37832373,1144.959798,17.74594,0.2404840121,0.5350109419,0.8301816583,50.42885318,36.69248708,1,Cruising
2024-12-24 15:10:00,75.69269118,3131.806017,21.14536459,0.3306631115,0.2433613477,0.7747335435,184.9409308,29.78138637,1,Heavy Load
2024-12-24 15:15:00,90.30471086,1187.483989,26.78651114,0.7576329192,0.9197133145,0.003861124203,111.9563453,35.32847738,1,Cruising
2024-12-24 15:20:00,111.0913106,3132.069253,26.1600449,0.3595109503,0.1281588371,0.0865591563,132.8734485,59.52909695,3,Cruising
2024-12-24 15:25:00,72.13635616,3882.436788,27.93782975,0.5891814673,0.671842215,0.4823979455,80.95785271,43.4523334,2,Cruising
2024-12-24 15:30:00,86.56642742,3370.942567,25.15821307,0.233785937,0.7504672115,0.8627384582,111.1343254,86.49773473,3,Heavy Load
2024-12-24 15:35:00,87.61812563,3442.467032,23.4403001,0.3079294169,0.155245339,0.3342054711,167.1849272,94.95800356,1,Idle
2024-12-24 15:40:00,73.81645122,1399.672461,23.47717305,0.04237871285,0.1073423187,0.9471317983,195.8506255,80.54285124,1,Heavy Load
2024-12-24 15:45:00,82.35955531,2895.935724,20.38227175,0.8480231993,0.3381408257,0.272547461,177.5612654,55.31123299,0,Heavy Load
2024-12-24 15:50:00,118.5361354,2518.998754,20.36488813,0.6814570854,0.429916077,0.7422791621,112.6979591,80.46217671,1,Idle
2024-12-24 15:55:00,109.1683836,3903.968268,19.92219477,0.6651231103,0.1388109404,0.7531108122,66.40400893,59.36664869,2,Heavy Load
2024-12-24 16:00:00,90.57333059,1667.563628,26.76687058,0.8328154663,0.9943149045,0.01619948778,112.1095714,77.06290845,1,Cruising
2024-12-24 16:05:00,71.53661599,2828.954152,23.02755224,0.2503993119,0.6814744028,0.1180691948,69.03081336,89.02598538,0,Idle
2024-12-24 16:10:00,63.21626048,1312.207661,19.43613763,0.3006666465,0.5763665258,0.4189819863,181.353938,25.23502371,3,Cruising
2024-12-24 16:15:00,107.5433432,2563.548222,22.79764214,0.2695423911,0.8416876678,0.3213160143,55.72080111,26.44679745,3,Idle
2024-12-24 16:20:00,95.75726353,2329.314778,24.06925358,0.7692280211,0.264697284,0.9864805483,190.7360223,86.12005493,2,Heavy Load
2024-12-24 16:25:00,119.2899255,3002.981556,15.80328375,0.8096816762,0.3265330626,0.9894509237,89.55397223,33.43470807,2,Idle
2024-12-24 16:30:00,66.11134537,1147.153539,27.4972112,0.3248981866,0.1246915756,0.3320431283,136.7596333,80.83235007,2,Cruising
2024-12-24 16:35:00,118.8145526,1908.28642,22.00956189,0.5990757932,0.5926984106,0.00146217717,154.3457673,43.03194764,1,Heavy Load
2024-12-24 16:40:00,108.3394468,3093.477448,26.54896847,0.6775630369,0.5642825839,0.5621198233,122.4696709,38.89158689,0,Cruising
2024-12-24 16:45:00,64.87223164,2855.781875,28.86146102,0.9573213044,0.2642901752,0.6594737921,95.59846537,88.38313731,0,Idle
2024-12-24 16:50:00,66.88888697,3734.411449,21.52327666,0.7045326279,0.885448265,0.192359441,98.34416256,44.38059095,2,Idle
2024-12-24 16:55:00,69.8950416,3961.198739,26.84352763,0.04864363337,0.8236293678,0.5083835904,55.31846297,68.4786264,1,Idle
2024-12-24 17:00:00,113.042756,2995.447256,27.55133705,0.7290797314,0.7404513654,0.5585670376,129.5788967,47.90518885,2,Cruising
2024-12-24 17:05:00,92.79597574,1908.616503,23.86709178,0.348787228,0.3406605991,0.900560097,160.6724997,79.78932116,0,Cruising
2024-12-24 17:10:00,76.39103738,3940.102189,23.71609797,0.8061593185,0.6566260316,0.7685389998,79.92941546,86.56322693,1,Heavy Load
2024-12-24 17:15:00,84.77647352,2343.470447,22.44990426,0.5243418995,0.2272905763,0.5306262604,121.1837856,37.74370029,1,Heavy Load
2024-12-24 17:20:00,99.12220044,2009.045709,25.87232823,0.535886334,0.3384580522,0.1982588806,189.598858,69.70468929,0,Idle
2024-12-24 17:25:00,63.19398513,1670.358613,21.68793234,0.5133946702,0.5945685529,0.9892021134,186.2122924,30.67762598,1,Heavy Load
2024-12-24 17:30:00,100.959264,2528.307762,29.89482843,0.2480681738,0.5828153627,0.004066191947,72.53584499,82.7937343,3,Heavy Load
2024-12-24 17:35:00,102.5687216,1178.178034,18.59966448,0.2506041608,0.3123897792,0.8893920487,128.2822312,60.40579004,0,Idle
2024-12-24 17:40:00,94.60842681,2407.814065,15.90835488,0.3036658553,0.8057446661,0.6922750817,169.5377757,52.14384521,1,Cruising
2024-12-24 17:45:00,87.39396889,3832.896554,26.94508718,0.2265271152,0.8824195903,0.7532297016,168.7418268,28.72760653,3,Idle
2024-12-24 17:50:00,78.0195572,2444.556192,17.2193254,0.7585059198,0.7422184937,0.8948773309,128.4945461,45.38314197,3,Heavy Load
2024-12-24 17:55:00,73.5479877,2000.01716,18.4820703,0.002327383938,0.8155096901,0.3581668349,91.9330458,60.48473798,1,Cruising
2024-12-24 18:00:00,79.8707934,1912.385955,28.60038076,0.1531994119,0.5527408793,0.5899326011,145.8935941,22.69690673,3,Cruising
2024-12-24 18:05:00,74.39188535,2274.21982,24.64979458,0.1793565946,0.05209916128,0.04971620551,66.81997487,39.48987014,0,Cruising
2024-12-24 18:10:00,64.17960436,2019.107933,27.3810346,0.759138706,0.9612967678,0.1672366807,199.9094023,37.84491227,1,Cruising
2024-12-24 18:15:00,90.25038224,1066.241171,25.73553114,0.1904058602,0.5059348143,0.4253123915,93.35246143,29.85549038,0,Cruising
2024-12-24 18:20:00,70.30419999,3585.76151,17.34939648,0.4490966636,0.3440509723,0.9601938662,149.6774789,31.21106045,0,Heavy Load
2024-12-24 18:25:00,97.96798997,1938.902341,29.95626559,0.8072235244,0.08767941147,0.7900867591,59.43753595,78.71829364,3,Cruising
2024-12-24 18:30:00,110.9561688,2261.358047,27.21784479,0.04205830427,0.4922920434,0.3878578618,101.2281646,35.08266236,2,Idle
2024-12-24 18:35:00,96.60900954,2983.409316,17.1224683,0.6899323168,0.3857106801,0.2734819453,186.4362889,43.79795218,0,Idle
2024-12-24 18:40:00,85.18630828,1026.537964,16.04453795,0.7093158494,0.9350986796,0.1715721605,55.99626887,43.10165407,3,Idle
2024-12-24 18:45:00,108.7403389,3435.753383,23.70180194,0.9554046029,0.8089264498,0.5535330529,177.8645503,96.64984111,0,Cruising
2024-12-24 18:50:00,91.10945911,3217.126002,20.85281655,0.6666811856,0.7053260442,0.04597951157,98.89498343,25.79069723,1,Cruising
2024-12-24 18:55:00,114.5552458,3623.572896,28.3855729,0.726188881,0.8880022878,0.9738505563,142.6689985,56.52346895,3,Idle
2024-12-24 19:00:00,75.75602943,3651.402577,23.10706305,0.5715095852,0.8774246494,0.7388400021,75.07559812,79.27326213,1,Heavy Load
2024-12-24 19:05:00,77.38081172,3862.215555,24.91951557,0.2164551976,0.7252166742,0.4047690097,52.31920003,50.44368893,1,Cruising
2024-12-24 19:10:00,70.28497614,3130.979336,25.41700518,0.5433558726,0.3131054261,0.4478885064,73.79728567,39.42072413,2,Cruising
2024-12-24 19:15:00,97.46622495,1264.154487,27.77051507,0.3350528499,0.04365650439,0.2943626049,166.190088,34.87026131,1,Cruising
2024-12-24 19:20:00,95.00212577,3968.805762,21.96794035,0.3329174337,0.8873776389,0.6649659883,84.89506909,48.07292194,0,Heavy Load
2024-12-24 19:25:00,118.817011,1782.054419,26.09801926,0.3685764614,0.0167225932,0.3368786028,62.34058522,48.44351068,0,Heavy Load
2024-12-24 19:30:00,114.2590251,2656.102768,20.73727931,0.2006234589,0.6597288292,0.2770544611,61.2510237,73.75941555,3,Idle
2024-12-24 19:35:00,63.81721207,1917.363884,24.42417919,0.2535871085,0.1706995685,0.4806438147,128.0958669,53.16210958,0,Idle
2024-12-24 19:40:00,60.0380158,3120.286693,24.48176643,0.008123986171,0.8286864364,0.3996003437,62.67910568,49.62197704,2,Heavy Load
2024-12-24 19:45:00,100.3755429,3051.398251,22.7891769,0.598328917,0.08301644761,0.2535879145,179.7938293,73.35072024,1,Idle
2024-12-24 19:50:00,115.0925027,2216.876797,19.16513402,0.9345511876,0.7320515618,0.02601380584,70.56074447,54.13631589,1,Cruising
2024-12-24 19:55:00,104.8843742,2146.446094,29.47536815,0.7341735029,0.489702663,0.654993268,157.0523396,44.76078569,1,Cruising
2024-12-24 20:00:00,87.49242947,3687.339369,20.78070221,0.01422420264,0.3662282501,0.1651702939,160.2097631,76.63920212,2,Cruising
2024-12-24 20:05:00,113.789458,2519.017018,23.62615472,0.5576685884,0.5032559272,0.2126577253,148.0795828,62.89942933,2,Idle
2024-12-24 20:10:00,89.06164792,3986.553708,24.87670967,0.7262494468,0.1076743262,0.01612072001,84.79337483,63.0981948,3,Idle
2024-12-24 20:15:00,89.45199728,2179.05269,28.07903519,0.227506761,0.3799540259,0.252152299,95.40388587,75.75076175,0,Heavy Load
2024-12-24 20:20:00,99.37645046,3990.918223,20.05640298,0.02487780277,0.1010281596,0.2257301645,61.32534636,25.9656023,1,Idle
2024-12-24 20:25:00,115.2532465,2719.737821,15.32213562,0.8621081793,0.569910494,0.277214653,197.8172676,21.56356428,3,Cruising
2024-12-24 20:30:00,68.87563365,2082.57179,23.34116732,0.7680369242,0.4857585437,0.3521939959,136.5643439,40.68101314,2,Idle
2024-12-24 20:35:00,61.31878878,3487.950069,16.7649214,0.07329865939,0.3531534546,0.3743078565,162.154159,49.09273132,2,Heavy Load
2024-12-24 20:40:00,101.2261074,3676.960657,28.50642658,0.7216612065,0.1806194346,0.1538770683,108.601974,23.33470895,2,Idle
2024-12-24 20:45:00,71.71362134,2650.119293,22.20829805,0.07736247881,0.6481275165,0.1828529684,151.4788767,29.31585985,0,Cruising
2024-12-24 20:50:00,73.37107201,3883.092636,29.82312467,0.3156273941,0.7445131468,0.2017551237,181.9844348,95.18036512,3,Heavy Load
2024-12-24 20:55:00,63.35873638,2716.185743,19.4337061,0.5540751527,0.7439543973,0.7968404956,143.2542293,40.95567658,2,Cruising
2024-12-24 21:00:00,68.84791003,3492.877829,21.21026056,0.7383810197,0.7715599974,0.7030228224,72.82728207,20.73237152,3,Idle
2024-12-24 21:05:00,73.88385029,1823.375669,19.25458911,0.779446917,0.9666861755,0.6233626474,162.4857791,24.36870323,2,Cruising
2024-12-24 21:10:00,65.85087085,2536.045594,18.80033772,0.6475234757,0.8360528233,0.003902827246,166.7720726,82.29193524,0,Cruising
2024-12-24 21:15:00,116.4594193,1458.715928,16.97310671,0.3907556577,0.9909447382,0.7045645644,182.3934305,82.23413929,2,Cruising
2024-12-24 21:20:00,110.8677846,2747.155202,23.49395583,0.1820421443,0.4729199876,0.241327837,92.89804904,52.09364439,0,Idle
2024-12-24 21:25:00,116.4050749,1570.120598,20.99326601,0.0559170399,0.06347891626,0.1396588601,107.6224116,57.99915962,2,Cruising
2024-12-24 21:30:00,100.5892285,1289.296828,24.36905725,0.6884122791,0.4483564733,0.9165759463,134.1737605,56.00895303,1,Cruising
2024-12-24 21:35:00,88.99121107,2494.790239,25.55796249,0.03789506657,0.423294422,0.5992298091,168.3256053,31.26424047,2,Heavy Load
2024-12-24 21:40:00,97.30893814,1555.028588,25.10880775,0.3073882056,0.329025879,0.7158802925,76.87709382,76.26736952,0,Heavy Load
2024-12-24 21:45:00,60.71273286,3142.988248,20.41204284,0.5218333247,0.009971851429,0.2109816322,118.0586572,82.81262399,0,Idle
2024-12-24 21:50:00,87.569072,2800.108498,24.48651251,0.2052203173,0.5115027319,0.9241046283,144.7942829,66.25903519,2,Heavy Load
2024-12-24 21:55:00,66.32105908,1856.363432,23.83264665,0.6065672345,0.7406617025,0.9427170508,93.49795313,57.44336677,1,Cruising
2024-12-24 22:00:00,71.65462296,3338.092506,20.90734819,0.7812522729,0.7776211335,0.7015776627,64.22322014,55.19784045,0,Cruising
2024-12-24 22:05:00,108.9223993,2173.034704,17.82638896,0.6700720673,0.09009055934,0.9015783539,143.8027205,32.01207032,3,Heavy Load
2024-12-24 22:10:00,85.57269459,1347.45756,22.62169541,0.7896677557,0.3329698617,0.4911515624,100.3570617,96.74844008,1,Heavy Load
2024-12-24 22:15:00,116.5723836,3291.977669,24.63511364,0.8051333938,0.2132223892,0.4165789926,58.78227825,88.46271097,2,Cruising
2024-12-24 22:20:00,105.0077079,2122.350006,23.34165728,0.9223979544,0.4986597123,0.09346281814,150.7758738,82.62975231,3,Idle
2024-12-24 22:25:00,111.1312878,2826.102581,25.53697491,0.5944896696,0.0179243591,0.4750375715,96.46637195,21.72887897,3,Heavy Load
2024-12-24 22:30:00,62.03731238,1127.683338,22.41519911,0.5566304084,0.8623242954,0.298263956,118.4144399,55.08105758,0,Heavy Load
2024-12-24 22:35:00,103.8984802,1259.594534,17.89297582,0.02394032254,0.6373152407,0.5196188169,129.2105518,33.3122768,0,Heavy Load
2024-12-24 22:40:00,89.96373225,1640.004643,19.55499024,0.2012019545,0.8685626218,0.46079991,169.5766705,73.34071248,3,Heavy Load
2024-12-24 22:45:00,77.03980589,2872.390913,27.1786983,0.7439165519,0.06650868927,0.7744548137,97.60300705,73.32040445,3,Heavy Load
2024-12-24 22:50:00,116.6840446,3796.357332,18.67537611,0.5482414823,0.4855254636,0.02971042231,104.3457444,93.8493027,2,Heavy Load
2024-12-24 22:55:00,91.19599658,1036.871854,25.73210374,0.7318535783,0.1466019982,0.7246379111,160.3393463,54.51730945,0,Heavy Load
2024-12-24 23:00:00,77.30533079,3219.172474,29.68533054,0.7933186772,0.1627737305,0.3970643425,108.977982,66.28898272,0,Cruising
2024-12-24 23:05:00,99.68155351,2507.035479,20.54877373,0.6971408239,0.2151760105,0.0167393114,52.94122054,42.02877015,2,Cruising
2024-12-24 23:10:00,99.16968748,2388.641708,29.42972192,0.4695690673,0.01704207297,0.6958445217,183.1121212,43.75284076,2,Cruising
2024-12-24 23:15:00,108.012657,1337.616413,21.03038109,0.4515138347,0.4236962754,0.1043779474,128.5384929,61.32547571,0,Cruising
2024-12-24 23:20:00,77.97410975,3341.780028,16.18587218,0.003399946097,0.5996275042,0.539158877,75.89516627,61.89417936,0,Idle
2024-12-24 23:25:00,110.828274,1088.793723,25.12866703,0.6926842226,0.2639100341,0.4382408912,187.2243968,45.89923,3,Idle
2024-12-24 23:30:00,64.77427961,1783.290555,26.70137159,0.454926,0.1850945625,0.8485247279,125.5975007,90.19222513,2,Cruising
2024-12-24 23:35:00,119.8313435,3693.413819,29.93854825,0.7475268594,0.2157540697,0.5853493145,192.0048876,71.89166655,3,Idle
2024-12-24 23:40:00,82.13322773,2438.914739,22.92845408,0.7854966826,0.3860058991,0.1750438299,91.72668681,52.70694915,0,Heavy Load
2024-12-24 23:45:00,67.25462791,1106.406062,28.54990551,0.1325447326,0.08752454516,0.0962243188,120.1217131,67.30954184,1,Cruising
2024-12-24 23:50:00,78.14405232,3330.545016,19.93292914,0.8585751822,0.5848836988,0.457006443,102.662412,75.65636797,0,Cruising
2024-12-24 23:55:00,76.99140448,1555.17256,17.11211287,0.1341289781,0.6544558232,0.9104406532,170.0966924,80.80489314,0,Idle
2024-12-25 0:00:00,105.6911178,1203.290455,29.031395,0.4359814829,0.1112133664,0.2369921478,193.5035544,84.75781477,2,Cruising
2024-12-25 0:05:00,67.84823924,3963.113765,26.11307291,0.6988914293,0.4091789369,0.4285552069,53.04226834,45.62625116,0,Idle
2024-12-25 0:10:00,116.2421349,3598.476188,19.16969256,0.606608912,0.5469705667,0.3346937359,139.3314674,63.21183613,1,Idle
2024-12-25 0:15:00,113.4668713,1143.580208,20.14387126,0.06786204275,0.9393795681,0.3393519114,167.1625813,96.27581448,2,Cruising
2024-12-25 0:20:00,110.9304327,3400.607713,20.49537665,0.4602597314,0.1395591191,0.8422980078,180.3747582,43.43577197,0,Heavy Load
2024-12-25 0:25:00,67.70872209,3761.831986,20.04028918,0.07917655432,0.1556085416,0.2480239006,63.98866054,39.99660822,1,Cruising
2024-12-25 0:30:00,92.63464467,3325.112285,29.78604585,0.9837029121,0.8111976642,0.7531960189,102.2416922,95.95755503,2,Cruising
2024-12-25 0:35:00,70.72591603,2084.313334,23.19166547,0.579782149,0.01416206353,0.642723678,93.4816231,97.3717506,1,Cruising
2024-12-25 0:40:00,109.4868725,3439.261681,27.07272672,0.1788548962,0.3232601131,0.9375689073,118.1660439,45.58010287,1,Idle
2024-12-25 0:45:00,115.4751822,1262.197768,17.6692572,0.7176072815,0.9336929196,0.1225310268,62.79979681,77.027159,1,Idle
2024-12-25 0:50:00,97.24024166,1689.946962,20.52311459,0.8374783914,0.8927851466,0.9301485043,72.98100933,30.11293204,1,Idle
2024-12-25 0:55:00,118.2954033,3075.464725,21.47726783,0.2663704968,0.4063051433,0.3716674167,53.35373888,89.35680861,0,Heavy Load
2024-12-25 1:00:00,75.70221143,2074.110132,15.97513152,0.4509909859,0.2726321949,0.9790304737,152.5723019,71.93916523,0,Cruising
2024-12-25 1:05:00,116.1736932,3378.370839,18.05936957,0.6725772478,0.337247216,0.8108879332,197.825165,30.45381449,3,Cruising
2024-12-25 1:10:00,73.84335667,1155.834673,19.18424272,0.9385664075,0.2826156939,0.102560693,178.6869277,41.73379966,1,Heavy Load
2024-12-25 1:15:00,108.3014121,2528.239694,22.84262646,0.1637194948,0.3464614007,0.9421972628,162.8051688,32.51103608,0,Heavy Load
2024-12-25 1:20:00,109.8772626,3775.360076,21.5241888,0.5896266112,0.7029973836,0.6791237911,144.5085341,43.30826958,3,Heavy Load
2024-12-25 1:25:00,69.19048185,3290.655061,28.50581054,0.398338932,0.5771196191,0.8804927319,108.9019418,62.31420753,1,Cruising
2024-12-25 1:30:00,90.04474665,2988.038406,24.70248106,0.8209913025,0.4235344734,0.5016312216,169.9953223,84.57490271,1,Cruising
2024-12-25 1:35:00,114.0508233,3866.51027,25.98275441,0.8365313854,0.2859435787,0.724545302,92.98902341,93.81262445,3,Cruising
2024-12-25 1:40:00,88.31872588,3446.797557,26.38975217,0.8991433688,0.3061940404,0.5228204485,187.986034,53.6612797,3,Heavy Load
2024-12-25 1:45:00,75.14805745,2699.299369,27.33758159,0.3328090489,0.978081757,0.3212916253,92.32632695,76.22241777,1,Idle
2024-12-25 1:50:00,86.08659994,2699.79318,19.49562953,0.2324384891,0.8113939026,0.9119145937,59.20786523,81.89037635,0,Cruising
2024-12-25 1:55:00,77.04990235,1606.038129,26.90245078,0.1956797117,0.3537918202,0.04755189135,80.05349817,67.1522486,0,Cruising
2024-12-25 2:00:00,65.71834155,1589.762906,19.91625168,0.08920620074,0.7164390359,0.3445210874,158.5218271,23.18328935,1,Cruising
2024-12-25 2:05:00,61.30902505,3668.276672,18.84895354,0.9946232345,0.3726862912,0.2074798771,59.76475279,95.32162061,3,Idle
2024-12-25 2:10:00,82.31744426,2076.350339,25.79179781,0.7631476843,0.6808513546,0.2554315992,110.9499968,49.32368604,1,Idle
